Client_ID,Industry,Contract_Length,Renewal_Status,Monthly_Marketing_Spend,Campaign_Count,Leads,Conversions,Conversion_Rate,Website_Visits,Social_Engagement,Campaign_Performance,Ad_Spend,ROAS,Client_Feedback_Score,Complaint_Count,Avg_Response_Time,Monthly_Revenue,Client_Lifetime_Value,Performance_Change_3M,Churn
CL10174,Education,18,Pending,23925.45,13,6587,1150,17.46,1668,8223,95.0,16338.03,3.34,8.02,3,30.65,79744.59,1428598.54,35.0,0
CL10175,Retail,12,Pending,89570.43,2,1158,152,13.13,45624,8322,82.43,49221.33,3.28,8.32,3,17.43,309646.16,3013705.73,2.24,0
CL10176,Real Estate,36,Renewed,32303.91,10,2148,317,14.76,36397,13754,78.54,23080.93,3.25,7.26,4,14.76,114447.81,2601690.05,8.75,1
CL10177,Finance,12,Renewed,39939.67,16,6215,437,7.03,15532,17884,68.84,29314.2,3.1,6.65,7,19.45,82948.21,915056.93,6.58,0
CL10178,Finance,12,Renewed,10518.74,2,4348,162,3.73,35794,4171,50.43,4778.42,2.67,5.53,9,17.08,20305.53,462277.62,-12.28,1
CL10179,E-commerce,36,Renewed,15593.66,13,2576,259,10.05,44327,8908,65.94,9756.71,2.15,5.98,3,40.12,55178.03,1630062.9,-13.35,1
CL10180,Finance,24,Pending,54006.88,4,4703,347,7.38,4016,2886,56.63,42519.88,1.54,7.37,4,13.92,131859.56,2598081.46,-16.84,0
CL10181,Technology,24,Renewed,30421.3,12,3653,206,5.64,20251,970,62.27,19647.14,2.4,7.3,3,35.46,93806.98,1192273.81,-12.05,1
CL10182,Travel,12,Not Renewed,84370.62,3,320,55,17.19,30873,4296,94.3,48475.15,3.28,7.66,5,5.42,234164.78,5094545.74,12.19,0
CL10183,Real Estate,12,Pending,6395.87,17,4918,461,9.37,30770,11896,81.85,5108.5,2.8,7.67,2,45.72,15000.0,289266.8,12.49,0
CL10184,Finance,24,Not Renewed,41013.93,10,7292,380,5.21,10886,2839,52.81,21013.58,2.21,8.19,7,30.25,78446.47,1547677.14,0.25,0
CL10185,E-commerce,36,Renewed,37047.83,16,4723,264,5.59,36823,1040,62.45,19730.86,2.47,6.63,5,34.22,132264.74,2449325.12,-12.64,1
CL10186,Technology,18,Not Renewed,6836.12,13,7449,510,6.85,49280,440,70.08,4955.84,2.96,5.86,9,15.01,21584.09,492598.42,-2.73,0
CL10187,Healthcare,18,Not Renewed,16815.0,2,5718,1029,18.0,14657,4233,91.76,9937.23,2.88,7.71,4,20.37,49567.49,1020237.63,9.85,0
CL10188,Travel,12,Renewed,44296.05,14,9956,662,6.65,38379,17143,71.39,32566.75,2.76,8.41,1,11.52,171290.21,5089698.75,6.78,0
CL10189,Travel,24,Renewed,51822.14,15,7309,555,7.59,40020,10325,66.18,26588.98,2.65,5.38,9,44.83,113584.38,2972389.1,-5.75,1
CL10190,Real Estate,12,Pending,43407.53,9,4676,595,12.72,39632,9852,88.86,23913.54,3.37,6.72,9,23.94,103286.73,1427770.1,8.62,0
CL10191,Travel,12,Renewed,55439.08,9,1971,139,7.05,4126,3557,65.75,28421.34,3.07,6.27,6,30.63,189452.9,4540550.11,-12.25,1
CL10192,Finance,12,Renewed,61537.51,13,8015,468,5.84,20900,9948,69.45,51147.77,3.33,7.62,1,35.51,217583.41,2766487.7,13.99,0
CL10193,E-commerce,18,Renewed,5942.76,2,1562,77,4.93,37143,19459,55.36,3637.93,2.17,8.3,0,18.44,16065.21,405029.99,10.77,0
CL10194,Travel,12,Renewed,49089.04,12,5621,413,7.35,38765,9341,67.98,28711.59,2.01,6.09,6,34.84,188662.76,2121751.98,2.76,0
CL10195,Travel,12,Renewed,96532.43,9,8636,358,4.15,16479,553,47.35,43987.98,2.17,6.16,4,32.77,365303.31,6728223.7,-0.47,1
CL10196,Healthcare,18,Renewed,54308.07,11,8336,232,2.78,12029,9996,49.94,27771.36,1.75,8.07,0,34.17,100681.85,2556648.08,-15.08,0
CL10197,Healthcare,12,Renewed,69366.52,20,7913,1185,14.98,17145,11076,88.0,42900.03,4.11,8.29,3,23.99,153751.04,2177495.94,16.09,0
CL10198,Education,18,Renewed,34627.07,12,2168,101,4.66,26924,15972,61.55,16531.0,2.26,8.19,3,19.0,122642.54,3239801.47,2.8,0
CL10199,Technology,12,Not Renewed,78529.18,8,5853,850,14.52,13882,918,95.0,51381.31,3.51,7.1,9,11.44,201625.95,4470312.57,14.99,0
CL10200,Finance,12,Renewed,78427.54,12,7337,1090,14.86,4525,4968,83.68,49566.69,3.39,6.05,6,39.76,161440.99,2703408.68,11.8,1
CL10201,Travel,18,Not Renewed,54523.12,18,7116,771,10.83,43726,16496,68.74,41266.76,2.85,6.42,8,29.59,192887.26,3339875.24,0.35,1
CL10202,Retail,6,Renewed,97721.31,2,6291,459,7.3,14344,12271,75.87,69765.3,3.61,7.25,1,21.88,276854.79,7854872.54,11.11,0
CL10203,Travel,12,Renewed,16927.27,9,1614,77,4.77,4675,1020,67.63,10636.74,2.63,7.76,0,45.37,48939.4,626003.54,2.34,0
CL10204,E-commerce,12,Renewed,6610.03,7,2698,376,13.94,31019,18902,74.2,3568.52,2.56,9.26,1,3.25,15000.0,348809.66,0.62,0
CL10205,Education,6,Renewed,78165.03,19,1101,130,11.81,9674,9606,84.43,57900.39,2.77,7.24,6,40.96,255839.3,6027694.8,11.19,1
CL10206,Technology,36,Renewed,81679.78,7,1133,143,12.62,3943,6575,84.85,59883.11,3.35,6.74,9,47.89,248379.47,7027622.21,22.81,0
CL10207,Retail,12,Pending,16419.69,6,6999,184,2.63,21895,2117,54.82,8395.69,2.35,7.18,5,42.69,37138.76,879802.89,-2.74,1
CL10208,Education,24,Renewed,30230.37,14,8565,1445,16.87,11225,8057,94.36,24664.98,2.99,7.42,3,39.09,79163.4,1651212.62,24.25,0
CL10209,Real Estate,12,Renewed,6667.47,20,5151,182,3.53,33961,16330,56.4,3172.13,2.61,8.82,0,18.59,20485.05,570621.23,12.03,0
CL10210,Technology,24,Pending,32864.32,9,4576,375,8.19,41615,9520,72.15,15512.45,3.05,8.88,0,11.87,123577.58,3242787.49,-4.04,0
CL10211,Travel,24,Renewed,78448.48,10,578,51,8.82,45048,4892,67.11,41180.76,2.79,6.59,4,35.54,295282.07,7018583.74,7.16,0
CL10212,Travel,18,Renewed,54206.25,18,615,16,2.6,31851,13337,39.28,44112.2,2.39,7.58,0,15.32,135951.9,1185055.25,-17.57,0
CL10213,Technology,12,Pending,38069.08,4,1291,132,10.22,18696,18918,73.32,25049.43,2.86,7.73,6,9.27,129789.06,2104847.49,8.57,0
CL10214,Travel,12,Renewed,40315.23,20,6397,906,14.16,47109,16351,75.67,30848.26,2.67,6.8,10,37.97,141904.94,3107941.37,8.93,0
CL10215,Finance,12,Renewed,5128.59,12,9703,1481,15.26,14754,19352,94.44,2775.27,3.58,8.92,0,15.69,18123.48,353217.77,15.0,0
CL10216,Technology,36,Not Renewed,33481.05,18,371,60,16.17,14521,10807,83.81,21631.73,2.75,6.66,0,43.98,102456.13,1539403.68,4.89,0
CL10217,Education,24,Renewed,66413.58,20,8434,848,10.05,46636,1538,59.95,39404.23,2.14,7.28,1,40.51,124219.68,1388443.88,-3.54,0
CL10218,Technology,36,Pending,97548.47,3,7878,967,12.27,6224,3643,64.34,76198.18,3.03,5.47,10,40.84,340912.69,6874819.68,-6.72,1
CL10219,Retail,12,Not Renewed,85470.78,9,6108,228,3.73,29190,11467,57.18,39234.66,2.35,4.87,9,37.26,174242.02,2489950.99,-8.43,1
CL10220,Travel,24,Renewed,7241.52,20,8087,814,10.07,1907,18265,78.48,3965.0,3.53,6.54,2,42.4,15079.12,197928.69,15.82,0
CL10221,Finance,36,Renewed,90363.26,8,3432,168,4.9,8532,15620,50.16,46178.31,2.61,5.61,10,38.87,280087.21,4699045.81,-20.2,1
CL10222,Finance,12,Renewed,79403.85,18,887,73,8.23,47840,6443,64.37,63020.9,2.48,8.21,0,29.32,314741.93,7956931.41,-1.97,0
CL10223,Real Estate,6,Renewed,79135.73,7,6322,481,7.61,18294,2363,66.42,50410.85,2.85,6.13,8,14.9,187439.88,3511269.48,9.43,0
CL10224,Education,24,Renewed,48509.6,20,9973,904,9.06,20381,10261,81.46,29672.74,3.9,4.97,9,42.75,155673.36,1986832.42,7.46,0
CL10225,Healthcare,18,Pending,42810.5,7,722,82,11.36,21256,311,67.38,26961.76,2.96,6.9,7,40.51,106817.38,1129259.36,13.42,1
CL10226,Healthcare,24,Renewed,33776.99,3,3941,650,16.49,40662,13909,89.93,28331.12,3.4,7.13,4,23.23,128251.82,2433927.1,5.04,0
CL10227,Technology,12,Renewed,11241.01,7,3776,325,8.61,29916,7127,56.8,8881.6,2.25,6.4,10,2.84,35340.75,900343.09,8.82,0
CL10228,Real Estate,24,Not Renewed,26682.36,6,2672,473,17.7,44854,431,93.56,19546.1,3.92,7.5,1,31.01,61872.1,1383583.68,20.14,0
CL10229,E-commerce,12,Pending,28427.35,20,7015,1001,14.27,26252,8269,92.97,16095.33,3.73,7.41,4,3.38,67998.88,891280.04,8.95,0
CL10230,Technology,12,Renewed,50987.32,5,5133,535,10.42,13426,9233,76.47,26312.99,2.69,7.3,5,44.54,139563.86,2457376.93,14.69,0
CL10231,Real Estate,12,Renewed,76007.22,18,7888,985,12.49,34265,14691,89.49,62217.49,3.85,7.16,0,46.2,164246.65,4404285.09,20.59,0
CL10232,Education,24,Pending,50011.93,12,5314,217,4.08,14890,16225,65.89,30968.9,2.72,6.45,10,9.91,101031.48,1203126.3,11.68,0
CL10233,Education,24,Renewed,10495.22,5,4812,750,15.59,39367,827,95.0,5893.09,3.02,7.33,3,32.79,34303.67,675980.32,8.71,0
CL10234,Education,18,Renewed,95990.03,14,166,19,11.45,22439,11154,79.29,61277.0,2.75,5.84,8,5.34,260578.25,4126802.03,1.23,1
CL10235,Education,12,Renewed,94558.81,18,7633,1357,17.78,27807,3343,95.0,77267.69,3.62,7.83,1,35.29,324276.1,3480116.39,27.16,0
CL10236,Education,24,Not Renewed,79593.01,10,4716,583,12.36,31328,17132,72.79,48140.0,2.53,6.64,4,17.32,165738.83,1507873.02,25.85,0
CL10237,Real Estate,12,Renewed,99176.15,5,1240,191,15.4,29013,5195,83.81,66949.49,2.68,8.32,0,33.01,312353.47,6318651.59,17.77,0
CL10238,Real Estate,24,Renewed,56725.82,15,5830,868,14.89,25002,13909,86.67,43746.19,2.97,7.02,3,18.53,160179.02,1354549.91,21.01,0
CL10239,Finance,12,Renewed,96462.99,20,7565,594,7.85,30563,11029,64.33,59889.34,2.53,8.23,3,7.84,190708.34,1959683.54,-6.56,0
CL10240,Retail,12,Renewed,12182.48,4,9479,618,6.52,22986,14942,46.18,6620.16,1.99,6.96,5,20.09,36303.04,568012.4,-14.63,0
CL10241,Healthcare,12,Not Renewed,39739.67,15,4571,419,9.17,46777,17493,79.26,33691.7,2.8,6.29,9,6.3,82890.65,742488.36,5.02,1
CL10242,Travel,12,Pending,26411.22,9,3439,335,9.74,38758,1650,65.99,21990.73,2.99,6.45,8,28.11,96305.04,1618867.98,4.71,1
CL10243,Education,24,Pending,23604.14,2,648,40,6.17,32192,9095,58.32,18585.7,2.59,7.48,2,2.92,76098.77,827043.76,2.76,0
CL10244,E-commerce,18,Renewed,18376.28,11,7775,1272,16.36,38884,15266,95.0,13329.23,3.13,6.36,8,25.78,56065.47,880071.34,22.49,1
CL10245,Travel,12,Renewed,64129.3,19,8364,912,10.9,16458,7592,82.9,36422.0,2.89,7.06,5,42.66,136099.79,3457685.0,18.89,0
CL10246,Real Estate,24,Renewed,79225.58,17,298,53,17.79,35516,12601,95.0,64597.78,3.27,7.04,6,40.38,198658.24,4326779.56,20.77,1
CL10247,E-commerce,12,Renewed,59938.35,9,671,101,15.05,17732,15667,86.62,33578.82,3.1,5.5,9,42.49,172328.45,3067243.7,25.73,1
CL10248,E-commerce,18,Renewed,18961.46,2,890,99,11.12,11248,19885,77.39,14606.46,2.9,7.3,1,44.34,61102.86,612270.99,1.78,0
CL10249,E-commerce,36,Pending,82056.76,13,9930,1706,17.18,11014,13365,90.82,67065.26,3.53,5.63,10,5.91,187836.98,4061278.29,29.4,1
CL10250,Finance,24,Renewed,65415.7,9,1274,132,10.36,23238,5524,68.11,45215.43,2.78,6.23,9,7.05,123728.53,1435450.44,-3.55,1
CL10251,Real Estate,12,Renewed,41875.74,17,278,45,16.19,9195,14186,95.0,32295.51,3.39,6.16,5,27.18,109580.52,1061276.33,21.13,0
CL10252,E-commerce,36,Renewed,69042.38,19,2344,189,8.06,8570,3261,68.75,52933.28,3.23,6.87,5,43.02,200616.41,4535518.22,-6.93,1
CL10253,Education,24,Renewed,29690.97,5,4186,350,8.36,28265,9315,72.16,15654.95,3.46,7.87,1,46.79,65888.01,1849167.94,9.06,1
CL10254,Technology,12,Renewed,37793.26,7,834,75,8.99,42162,6717,65.93,27104.18,2.23,8.25,1,3.17,110085.72,1996190.48,1.7,0
CL10255,E-commerce,12,Not Renewed,92161.16,13,6332,695,10.98,31261,12026,75.77,44918.17,2.33,7.55,1,17.72,233413.54,2077826.33,13.45,0
CL10256,Finance,24,Pending,32597.93,10,898,99,11.02,17198,15192,75.38,21291.01,2.75,6.71,9,11.01,91892.69,2514785.88,-6.6,0
CL10257,Travel,24,Not Renewed,49648.89,16,7701,785,10.19,15623,16260,83.61,25563.93,3.33,7.41,0,36.53,127020.97,1203323.36,14.1,1
CL10258,Real Estate,18,Renewed,89563.41,17,9079,658,7.25,35644,17660,66.1,55219.41,2.8,7.51,4,31.09,284266.87,7699450.99,4.0,0
CL10259,Retail,24,Renewed,72233.53,13,2895,488,16.86,26116,15738,95.0,56572.78,3.68,8.16,7,6.63,143447.26,2384097.22,13.09,0
CL10260,Finance,24,Renewed,10909.31,15,4688,545,11.63,37646,2333,72.99,9216.92,2.68,7.5,1,23.73,24765.42,397204.64,9.86,0
CL10261,E-commerce,12,Renewed,18993.79,14,7397,652,8.81,11682,4800,73.81,10962.91,2.16,6.68,4,33.22,52291.29,1042768.97,-12.21,1
CL10262,Real Estate,12,Not Renewed,5744.95,3,3184,401,12.59,25333,11127,72.71,3807.65,2.34,5.52,7,37.61,15016.83,436327.0,4.38,1
CL10263,Technology,12,Renewed,64937.57,4,831,120,14.44,33842,7960,90.31,42502.89,3.4,6.85,9,1.94,174426.01,4844210.08,29.02,1
CL10264,E-commerce,24,Renewed,47528.98,11,1229,214,17.41,31831,7626,86.64,39532.73,3.5,6.89,4,42.85,170906.49,3135666.14,14.06,0
CL10265,Finance,6,Renewed,17756.11,10,1705,175,10.26,46598,5659,69.13,11389.36,2.07,7.74,1,27.76,66082.11,1540249.16,-2.86,0
CL10266,Healthcare,18,Renewed,96003.74,9,3033,129,4.25,26628,6832,49.98,70048.41,2.8,7.39,2,39.16,230852.04,4794668.41,-11.03,1
CL10267,Education,24,Pending,55317.67,11,9507,887,9.33,32056,2613,72.9,45289.44,2.98,6.15,5,38.97,202523.53,4709918.55,6.32,0
CL10268,Retail,24,Renewed,27979.86,20,8616,855,9.92,22469,7930,80.94,16769.77,2.97,5.44,10,9.92,78715.64,2065908.04,18.33,1
CL10269,Travel,12,Renewed,52557.34,4,5174,849,16.41,22376,14881,90.81,42616.06,3.0,6.03,10,6.18,130223.19,1140607.24,19.11,0
CL10270,Finance,24,Renewed,69563.93,6,7199,621,8.63,9449,8010,67.67,56832.51,3.26,5.99,4,34.9,276426.42,4192481.22,7.97,0
CL10271,Real Estate,12,Renewed,12242.73,4,1590,275,17.3,25018,15947,85.03,10066.77,3.4,5.9,10,8.35,44534.77,1296195.19,14.76,0
CL10272,Retail,24,Pending,31096.86,17,993,99,9.97,6170,5749,73.92,17357.6,3.01,7.29,3,40.95,122132.19,3527837.01,0.25,1
CL10273,Retail,12,Not Renewed,81661.72,18,1490,262,17.58,24599,17580,93.57,49825.26,3.02,7.29,3,35.13,180124.21,1485459.07,8.78,0
CL10274,Retail,12,Not Renewed,48668.16,16,3489,92,2.64,39835,9220,58.97,38844.9,3.08,5.93,4,40.57,107148.27,1332033.31,-1.25,0
CL10275,E-commerce,24,Pending,56924.83,4,4339,713,16.43,13216,2051,88.76,33794.26,3.18,8.78,1,15.05,165395.66,4939200.82,-3.14,0
CL10276,Education,12,Renewed,46117.52,13,4579,775,16.93,39385,10265,95.0,31825.76,3.42,6.54,8,15.88,148206.82,2792535.38,6.88,0
CL10277,E-commerce,12,Pending,9170.49,10,2363,411,17.39,8337,14452,92.25,4559.77,3.28,7.05,1,32.55,20024.06,412556.75,7.89,0
CL10278,Real Estate,24,Renewed,20746.23,13,3532,95,2.69,49855,9846,58.8,9802.8,2.24,6.56,9,2.48,75205.75,876992.61,1.38,0
CL10279,E-commerce,24,Renewed,47326.46,16,2471,128,5.18,47799,11070,64.05,29096.19,2.74,7.38,1,35.15,140603.49,3891255.49,-12.58,0
CL10280,Healthcare,24,Not Renewed,24872.62,3,4412,557,12.62,19659,9286,75.31,16952.35,3.12,5.34,9,40.28,67986.06,889788.95,10.98,1
CL10281,Education,24,Renewed,9748.01,19,1615,47,2.91,41766,8904,61.4,5917.82,2.41,6.97,8,20.51,30375.6,369739.33,-10.78,0
CL10282,Education,18,Not Renewed,85146.72,13,6426,224,3.49,37377,695,55.33,57992.95,2.51,6.83,2,36.95,272782.54,3551272.11,-7.94,1
CL10283,Real Estate,12,Renewed,98213.29,5,7188,426,5.93,22060,7975,61.17,64431.23,2.58,6.69,9,9.21,191894.36,5417499.68,-3.18,0
CL10284,Travel,12,Pending,80348.57,17,5686,594,10.45,17606,6072,85.19,58195.09,3.41,6.34,6,16.15,319855.23,7504644.13,12.84,0
CL10285,Healthcare,12,Pending,86109.57,17,3017,331,10.97,46789,15982,74.98,61121.69,2.76,6.95,3,46.79,227474.3,5666184.79,1.81,0
CL10286,Finance,36,Not Renewed,27987.83,2,5831,177,3.04,9220,958,56.01,17344.01,2.52,6.66,5,47.36,55532.45,904890.16,-18.82,1
CL10287,E-commerce,18,Pending,96259.56,3,7786,400,5.14,38161,5619,41.53,59680.74,2.28,7.66,3,25.09,350854.37,9824586.99,-16.21,0
CL10288,Technology,12,Renewed,23707.94,4,1267,130,10.26,49995,10080,70.75,12003.6,2.66,5.74,9,44.91,92743.5,2352622.04,8.49,0
CL10289,E-commerce,12,Renewed,95385.83,18,8402,984,11.71,28862,4417,77.13,62505.9,2.63,6.71,6,25.57,341307.36,8366515.77,13.92,0
CL10290,Retail,36,Renewed,99507.83,2,5209,250,4.8,28758,19938,58.54,68150.09,2.27,7.85,0,14.7,364215.69,10693622.6,-3.87,0
CL10291,E-commerce,12,Renewed,72613.67,7,4427,384,8.67,22282,12244,67.47,46516.01,2.84,7.44,2,13.54,230520.28,3701309.75,3.79,0
CL10292,Finance,18,Pending,98208.65,16,5910,976,16.51,41668,12979,92.87,56988.8,3.18,7.41,2,44.69,371420.64,7963786.02,13.34,0
CL10293,E-commerce,18,Renewed,59106.28,15,3755,675,17.98,21620,1130,92.55,43659.41,3.17,7.88,0,9.1,115831.51,3245419.76,22.88,0
CL10294,Healthcare,18,Pending,29656.47,16,3893,693,17.8,20290,9587,95.0,14231.09,3.52,6.17,5,28.24,101724.25,2583750.86,24.3,1
CL10295,Healthcare,6,Renewed,46514.61,15,6838,1105,16.16,28412,13405,78.65,37945.51,3.3,6.71,10,27.11,154076.65,3142291.14,7.17,1
CL10296,Education,24,Renewed,61388.29,6,1677,145,8.65,47874,10355,69.5,28131.64,3.16,6.0,8,35.76,117785.27,1139772.85,3.53,1
CL10297,Real Estate,36,Pending,11942.75,7,9588,1260,13.14,43407,1547,73.74,9971.48,2.62,7.0,7,24.46,36438.28,814756.87,5.9,0
CL10298,Travel,18,Renewed,64122.61,18,2320,208,8.97,35312,10337,81.9,40714.15,3.34,6.74,10,13.8,188543.7,3692481.72,15.48,0
CL10299,Technology,24,Renewed,98211.89,12,9264,1163,12.55,36660,2950,73.9,60406.99,3.57,7.28,6,8.96,324687.42,3913123.09,-6.12,0
CL10300,Retail,36,Renewed,23060.23,17,1130,82,7.26,19656,12053,76.07,12742.57,2.93,5.86,9,30.18,46142.61,1264749.04,-4.76,0
CL10301,E-commerce,24,Not Renewed,80296.54,13,6791,808,11.9,11172,8206,79.22,36456.91,2.93,6.19,7,34.79,281406.66,4376286.97,-2.14,0
CL10302,E-commerce,12,Pending,91250.39,16,4092,434,10.61,14944,10100,64.32,51092.56,2.53,7.89,5,27.77,194612.1,3215878.87,-4.03,0
CL10303,Finance,18,Renewed,94651.65,5,1013,29,2.86,7284,9603,47.77,46735.2,1.89,5.84,8,35.7,255808.93,5830610.5,-8.42,1
CL10304,Real Estate,18,Renewed,96212.88,19,6458,953,14.76,18429,15593,94.48,68689.1,3.59,8.27,2,7.65,358795.81,6728703.17,2.67,0
CL10305,Healthcare,12,Renewed,54538.67,4,2281,61,2.67,1570,4155,58.61,31503.17,2.48,6.13,9,42.48,164789.89,1641996.73,-3.72,1
CL10306,Technology,24,Pending,97844.25,9,3297,232,7.04,23406,5502,56.65,74055.55,2.41,6.25,9,28.37,262844.77,4343172.22,3.71,1
CL10307,Education,36,Pending,76944.47,4,6140,159,2.59,35118,9381,63.81,40993.43,2.86,7.46,8,6.96,148842.64,1500074.02,1.35,0
CL10308,Healthcare,36,Renewed,20358.79,9,1562,130,8.32,45658,1772,68.78,16492.53,3.0,7.36,3,22.71,67475.09,822960.53,-13.51,0
CL10309,Retail,12,Renewed,50305.51,19,7137,248,3.47,3439,4632,66.52,33161.02,2.47,6.83,6,40.71,198029.97,1615496.34,5.23,0
CL10310,Real Estate,12,Renewed,73241.46,11,9599,1599,16.66,30341,5024,82.02,36313.3,2.82,4.97,8,43.19,273829.54,3282911.63,13.85,1
CL10311,Retail,36,Pending,28497.33,18,5094,456,8.95,43363,15369,70.48,17393.01,2.55,8.98,1,13.44,95719.86,1461627.12,1.09,0
CL10312,Travel,24,Pending,65858.44,9,9481,912,9.62,16801,12646,75.11,35083.07,3.61,8.34,1,34.43,135292.4,2684310.2,8.53,0
CL10313,Education,12,Renewed,68327.05,12,5408,428,7.91,7694,6185,66.78,36204.74,3.2,6.73,8,5.7,159563.66,4503540.48,-9.92,1
CL10314,Travel,36,Renewed,20456.48,6,6321,773,12.23,6351,12490,57.23,13348.83,2.72,8.54,2,2.58,46140.0,917595.0,-5.03,0
CL10315,Finance,24,Renewed,58683.1,14,7190,1054,14.66,16878,13380,85.21,42178.88,2.96,6.85,8,27.34,154111.13,3625198.94,17.98,0
CL10316,Retail,18,Not Renewed,78304.56,6,7869,987,12.54,1178,4964,64.7,63790.6,2.55,6.51,4,33.66,187793.76,2980079.65,-5.75,1
CL10317,Finance,18,Renewed,52395.09,14,787,111,14.1,31140,9416,77.66,34102.12,3.05,6.66,5,38.4,124492.78,3054539.59,5.1,0
CL10318,E-commerce,12,Pending,6149.8,7,4761,788,16.55,34256,1321,79.0,5143.3,3.73,7.44,1,16.99,19705.29,426625.68,5.26,0
CL10319,Travel,6,Pending,5858.65,6,9499,1509,15.89,30277,2960,94.75,4843.08,3.41,7.85,7,1.31,15091.53,273390.13,17.02,0
CL10320,Real Estate,12,Renewed,38917.79,10,1994,258,12.94,26683,10802,90.97,30979.53,3.4,6.46,10,23.54,129247.86,1584955.33,11.54,1
CL10321,Retail,24,Renewed,92988.44,17,7489,436,5.82,27945,8528,67.89,60441.64,1.82,6.84,8,1.75,358290.6,5258953.59,-4.14,0
CL10322,Technology,6,Renewed,26724.29,3,5022,622,12.39,2002,15485,75.41,13532.15,2.97,8.23,1,5.32,84646.36,1833509.05,11.42,0
CL10323,Education,12,Renewed,65264.55,2,6422,664,10.34,22165,9436,71.75,35057.62,2.31,7.21,5,16.35,222732.86,3869591.24,-9.22,0
CL10324,Healthcare,12,Pending,26097.21,9,3283,447,13.62,16698,3353,90.12,18504.7,3.03,6.67,5,21.55,90181.15,2485979.05,19.05,1
CL10325,Real Estate,18,Pending,35558.65,20,3897,601,15.42,21911,3882,76.67,22000.21,2.92,6.81,7,14.14,90644.38,1193467.96,12.28,1
CL10326,Real Estate,36,Renewed,85564.0,12,5278,740,14.02,16367,17250,76.72,43528.17,2.8,5.54,9,28.35,159028.56,1527882.53,-2.62,0
CL10327,Finance,12,Renewed,74241.84,13,9936,1552,15.62,14766,19165,95.0,47633.38,3.09,8.32,4,3.6,146701.88,3075703.01,20.39,0
CL10328,Travel,12,Not Renewed,14062.93,13,4068,142,3.49,39922,16443,66.76,6426.37,2.46,7.47,8,7.8,33843.42,930461.16,-6.1,1
CL10329,Retail,24,Pending,45726.69,8,2816,84,2.98,35708,19149,59.38,34000.45,2.45,8.48,0,33.68,152449.59,2442891.66,5.16,0
CL10330,Retail,12,Renewed,7771.13,14,290,19,6.55,43502,10051,58.96,3725.73,2.42,6.19,8,7.68,28938.85,643879.27,-5.87,0
CL10331,E-commerce,12,Not Renewed,50684.56,9,1435,236,16.45,31713,16369,95.0,35562.59,3.32,5.93,9,31.07,197106.56,2580337.29,32.78,0
CL10332,E-commerce,12,Renewed,67931.23,10,8281,1264,15.26,7867,14667,95.0,52117.12,3.29,7.71,6,3.57,132199.83,2681856.29,31.58,0
CL10333,Education,12,Renewed,16257.75,8,478,63,13.18,13990,11783,85.78,8178.58,3.55,8.06,3,20.15,63485.66,1606785.63,17.0,0
CL10334,Finance,12,Pending,32444.07,16,3929,525,13.36,35862,3613,66.54,21330.53,1.96,7.12,2,9.34,82460.11,2232582.34,18.22,0
CL10335,Real Estate,12,Pending,42794.48,3,6480,892,13.77,38785,16979,81.35,32593.43,3.09,7.07,9,6.15,156654.11,1615514.44,-1.15,0
CL10336,Retail,12,Pending,92355.45,13,715,122,17.06,9719,13435,95.0,51188.32,3.34,5.22,10,27.65,204769.01,3243590.13,32.56,1
CL10337,Technology,36,Renewed,99359.23,2,2430,374,15.39,6810,11472,80.57,51186.56,2.94,6.5,5,44.63,194831.33,4300351.74,8.75,0
CL10338,Finance,12,Renewed,9266.57,9,1854,225,12.14,36807,5922,79.81,5418.42,2.73,9.4,0,3.57,24470.49,214457.0,9.35,0
CL10339,Education,18,Not Renewed,77295.75,6,563,72,12.79,30131,14937,75.48,51933.44,2.82,8.46,2,20.81,283807.83,6582506.67,3.65,0
CL10340,Education,24,Renewed,40313.79,16,9258,538,5.81,15244,12222,59.09,27417.89,1.94,8.45,1,34.25,94082.72,1845596.77,-15.74,0
CL10341,Finance,6,Renewed,42283.53,2,4367,554,12.69,20367,2172,88.0,21241.15,3.23,5.44,10,22.75,90862.99,1303743.81,20.66,0
CL10342,Education,24,Renewed,76655.17,2,3258,296,9.09,19125,8629,69.93,48524.83,2.89,5.62,8,38.91,288901.53,7489020.42,-6.47,1
CL10343,Finance,12,Renewed,92250.51,11,3724,181,4.86,6878,19039,53.26,51412.4,2.14,7.81,2,9.44,351459.35,5054377.57,-12.95,0
CL10344,Healthcare,36,Renewed,95338.22,11,5038,756,15.01,19649,6059,76.74,75013.04,3.58,7.35,1,46.1,183340.51,5465587.96,3.84,0
CL10345,Finance,12,Not Renewed,59826.65,16,5517,574,10.4,42633,9207,70.57,34426.05,2.73,7.78,3,19.1,201703.91,5236262.58,11.86,0
CL10346,Travel,12,Renewed,38926.51,18,6104,1077,17.64,11922,6093,89.41,30576.07,3.2,8.86,1,17.05,99095.48,2336232.53,16.5,0
CL10347,Finance,6,Renewed,79817.16,7,8981,617,6.87,28426,5121,65.65,49600.45,3.13,7.24,0,42.11,210895.75,1971800.66,-19.09,1
CL10348,Education,36,Renewed,28845.13,4,5703,567,9.94,38179,19391,74.65,21363.69,3.61,6.67,5,27.5,82793.45,2309509.06,-0.44,1
